,SMILES,STABILITY_SCORE,CHEMBL_ID
1981,Clc1ccc(cc1)[C@H]1OC2(CCCCC2)OO[C@@H]1C(=C)c1ccc(Cl)cc1,0.4,CHEMBL2322005
2011,O=C(CN1CCNCC1)NC1CCCCC1,1.0,CHEMBL1983100
2031,CC1=C(Nc2ccc(I)cc2F)C(C(=O)NOCCO)=C2CCCN2C1=O,0.7,CHEMBL2012908
2049,CC(C)n1nc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C[C@H](O)CN2CCN(CC2)S(C)(=O)=O)c2ccccc12,1.5,CHEMBL2059587
2064,Cl.CCCCN1C(=O)C(CCC)NC(=O)C11CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,0.4,CHEMBL1171291
2090,CCN1c2ccc(cc2N(c2ccccc2)C(=O)C(c2cc(-c3cnn(C)c3)c(O)cc2O)C1=O)C(F)(F)F,0.2,CHEMBL2385151
2151,CS(=O)(=O)N(C[C@H](N1CCOCC1)C(=O)NO)c1ccc(Oc2ccc(cc2)C(F)(F)F)cc1,2.0,CHEMBL400641
2292,COC(=O)[C@H](NP(=O)(OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)Oc1ccccc1)C(C)C,5.9,CHEMBL475394
2295,COc1ccccc1-c1ccc2cnc(Nc3ccc(cc3)S(=O)(=O)N(C)C)nn12,0.1,CHEMBL1923572
2315,COC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]1C[C@@H](N)[C@@H](O)C1)c1cccc(F)c1-c1cccc(C)c1,9.4,CHEMBL1818062
2320,Cl.Cl.CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC,0.1,CHEMBL3215861
2339,CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@]11C(=O)Nc2cc(Cl)ccc12)C(=O)N[C@H]1C[C@@](C)(O)C1,1.0,CHEMBL2396674
2436,CN1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(N3CCOCC3)c3ccn(CC(F)(F)F)c3n2)cc1,0.5,CHEMBL1092074
2453,CNc1nc(NCc2ccc(NC(=O)c3ccnc(Cl)c3)cc2)c2ccccc2n1,0.0,CHEMBL569754
2570,Fc1cc(ccc1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)N1CCN(CC1)S(=O)(=O)c1ccccc1,0.3,CHEMBL2431541
2622,COCCNC(=O)c1c(NC(=O)c2c(F)cccc2C(F)(F)F)sc2COCCc12,0.2,CHEMBL2205584
2650,Cc1cc(cc(C)c1Oc1ccc(O)c(Cc2ccc(F)cc2)c1)N1N=CC(=O)NC1=O,0.7,CHEMBL594025
2671,CN1C(=O)C=C(Nc2ccc(I)cc2F)C2=C1N=CN(C[C@@H](O)CO)C2=O,0.4,CHEMBL1684063
2689,Cl.CCCCN1C(=O)[C@H](CC(C)(C)C)NC(=O)C11CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,0.2,CHEMBL1171290
2742,CC(C)c1ccc(cc1)-c1ccc(cn1)C#N,0.1,CHEMBL2386150
2745,N[C@@H]1CCCN(C1)C1=NC=C(F)C(=O)N1Cc1ccccc1C#N,3.3,CHEMBL1650404
2755,OCCONC(=O)C1=C2CCCN2C(=O)C(Cl)=C1Nc1ccc(I)cc1F,0.9,CHEMBL2012909
2784,CC(C)(N)C#Cc1ccc(NC(=O)CSc2nnnn2-c2ccc(cc2Cl)C2CC2)c(Cl)c1,0.5,CHEMBL232961
2812,COc1cc(ccc1Nc1ncc2c(C)cc(-c3ccccc3N(C)S(C)(=O)=O)n2n1)C1CCN(CC(N)=O)CC1,0.5,CHEMBL2158518
2814,CCN1C=C\C(=N/c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2)c2ccc(cc12)C(F)(F)F,8.5,CHEMBL2381931
2822,Cn1cncc1CN(CCN(Cc1ccccc1)S(=O)(=O)c1ccccn1)c1ccc(cc1)C#N,0.2,CHEMBL215476
2838,N[C@@H]1CCCN(C1)C1=Nc2ccc(Cl)cc2C(=O)N1Cc1ccccc1C#N,0.7,CHEMBL389074
2883,CC(C)N1CCCN(CC(=O)N[C@H](C)C(C)(C)C)CC1,0.1,CHEMBL2391378
2906,CCNC(=O)Nc1ccc2c(c1)sc1cc(ccc21)S(=O)(=O)N[C@@H](C(C)C)C(O)=O,0.5,CHEMBL551110
2915,CNc1nc(NCc2ccc(NC(=O)c3ccc(cc3)C#N)cc2)c2ccccc2n1,0.2,CHEMBL576864
2924,C[C@@H](NC(=O)c1cccc(c1)-c1cc(on1)-c1ccc(CNC2CCOCC2)cc1)C#N,2.4,CHEMBL1683440
2930,CC1=CN=C(NCC(c2ccccc2)c2ccccc2)C(=O)N1CC(=O)NCCONC(N)=N,0.4,CHEMBL1087038
2986,NS(=O)(=O)c1ccc(CNc2nc(NCC(F)(F)F)c3nc(ccc3n2)-c2ccc(F)nc2)cc1,4.6,CHEMBL2018282
3016,Cc1c(nn(C)c1-c1ccc(F)c(F)c1)C(=O)Nc1cccc(C)n1,2.5,CHEMBL2349537
3027,Cc1c2CCCNCC(C)(C)Nc3cc(ccc3C(N)=O)-n2c2CC(C)(C)CC(=O)c12,0.5,CHEMBL1760604
3050,CCN1C=C\C(=N/c2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)c2ccc(Cl)cc12,5.6,CHEMBL2381928
3169,COc1ccc(cc1)-n1cnc2cc(ccc12)C(=O)N1CCCCC1,0.4,CHEMBL3103040
3172,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cc(C)ccc2n1,0.1,CHEMBL568799
3358,CN(CC(=O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O)Cc1ccccc1,0.1,CHEMBL475598
3371,COc1cc(ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1)C1CCN(CC1)C(=O)C1CCN1,0.7,CHEMBL2158587
3384,N[C@@H]1CCCN(C1)C1=CC(=O)NC(=O)N1Cc1ccccc1C#N,3.3,CHEMBL1650435
3389,CC(C)NC(=O)c1cccc(c1)-c1cc([nH]n1)-c1ccc(N2CCN(C)CC2)c(c1)-c1ccncc1,0.8,CHEMBL1683422
3394,CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2CC(O)CN(C)C(C)=O,90.0,CHEMBL2087325
3430,CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2CC(O)CNC(=O)N(C)C,90.0,CHEMBL2087330
3440,NC1CN(CC1c1ccc(Cl)cc1Cl)C(=O)NCc1cccc(F)c1,3.0,CHEMBL245747
3451,CS(=O)(=O)c1cccc(Oc2cccc(c2)-c2c(CN3CCSC3)nc3c(cccn23)C(F)(F)F)c1,0.4,CHEMBL612007
3458,Cc1nc(C(=O)Nc2ccnc(Cl)n2)c(C)n1-c1ccc(F)cc1,2.8,CHEMBL2346737
3461,CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cccc(C)c2n1,0.2,CHEMBL570656
3474,CC(C)COC(=O)Nc1ccc(cc1)-c1cnc2c(cnn2c1N)-c1cccc(c1)N1CCN(CC1)C(=O)CN,2.1,CHEMBL1082404
3488,O=C(Cc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,0.1,CHEMBL2431643
3538,Fc1c(ccc2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,0.1,CHEMBL2431635
3546,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](C2CCCCC2)C(O)=O)c(C)c1,0.3,CHEMBL472140
3573,COc1ccc2cc(CC\C(C)=N\O)ccc2c1,0.8,CHEMBL202376
3587,CCOC(=O)Nc1ccc2c(c1)sc1cc(ccc21)S(=O)(=O)N[C@H](C(C)C)C(O)=O,0.5,CHEMBL562374
3633,CN(C)CCNC(=O)c1cccc(c1)-c1cc([nH]n1)-c1ccc(cc1)N1CCN(C)CC1,0.2,CHEMBL1683428
3665,O=C(N1CCN(CC1)c1ccncn1)c1cccc(c1)C#Cc1ccccc1,0.1,CHEMBL1645010
3680,Cc1c(nn(C)c1C1CCCCC1)C(=O)Nc1cccc(C)n1,0.1,CHEMBL2349546
3683,CC(C)S(=O)(=O)c1cccc(Oc2cccc(c2)-c2ccnc3c(cccc23)C(F)(F)F)c1,0.2,CHEMBL595344
3696,CNCCCC1Cc2cc(F)ccc2N(c2c(F)cccc2F)S1(=O)=O,0.5,CHEMBL1099373
3702,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(n1)-c1ccccc1)[C@@H](C)O)B(O)O,0.3,CHEMBL270515
3744,Cn1c(ccc1-c1ccc2NC(=O)Cc2c1)C#N,0.5,CHEMBL270052
3819,COc1cccc(c1)C#Cc1cccc(c1)C(=O)N1CCN(CC1)c1ccccn1,0.1,CHEMBL1645003
3851,CNCCCC1Cc2ccccc2N(c2ccccc2)S1(=O)=O,0.1,CHEMBL1077209
3853,CNCCC(c1ccc2cc(F)ccc2c1)n1ncnn1,0.5,CHEMBL1224300
3921,CS(=O)(=O)c1cccc(c1)-c1cc(ncn1)N1CC(N)C(C1)c1cc(F)c(F)cc1F,3.0,CHEMBL428223
3961,CC(=O)c1cc(C(=O)NOCCCO)c(Nc2ccc(I)cc2F)n1C,0.2,CHEMBL1169996
3986,CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@]11C(=O)Nc2cc(Cl)ccc12)C(=O)N[C@H]1CC[C@@H](O)C1,0.1,CHEMBL2398475
4063,Cc1cnc2c(cccc2c1-c1cccc(Oc2cccc(c2)S(=O)(=O)CCCO)c1)C(F)(F)F,0.5,CHEMBL593472
4095,COC(=O)N(C)CC(O)CN1[C@H]2CC[C@@H]1C[C@@H](C2)NC(=O)C1=Cc2ccccc2N(C(C)C)C1=O,90.0,CHEMBL2087333
4113,N[C@@H]1CCCN(C1)C1=NC(=CC(=O)N1Cc1ccccc1C#N)c1ccccc1,0.2,CHEMBL1650412
4119,COc1cc(Nc2c(cnc3cc(\C=C\CCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,0.2,CHEMBL1088240
4120,CC1CCc2c(C)c3c(CC(C)(C)CC3=O)n2-c2ccc(C(N)=O)c(NCCN1)c2,0.4,CHEMBL1760610
4353,COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]1C[C@@H](N)[C@@H](O)C1)c1cccc(F)c1Oc1ccccc1C,0.5,CHEMBL1818049
4378,CCN(C)C(=O)N1CC(N)C(C1)c1ccc(Cl)cc1Cl,3.0,CHEMBL395688
4473,N[C@@H]1CCCN(C1)C1=NC=C(Br)C(=O)N1Cc1sccc1C#N,0.3,CHEMBL1650430
4537,Clc1ccc(CC(=O)Nc2ccc(cc2)S(=O)(=O)Nc2ccon2)cc1Cl,0.5,CHEMBL3108858
4592,c1ccc2c(n[nH]c2c1)C#Cc1ccncc1,0.6,CHEMBL1631892
4683,CC(C)n1nnc2c(nc(nc12)-c1ccc(NC(=O)Nc2ccncc2)cc1)N1CCOCC1,0.5,CHEMBL590074
4713,CCS(=O)(=O)c1cccc(Oc2cccc(c2)-c2c(C)nc3c(cccn23)C(F)(F)F)c1,0.5,CHEMBL595937
4744,Cc1noc(n1)-c1ccc2n(CCC[S+]([O-])c3cc(F)cc(F)c3)c3CCCCc3c2c1,0.3,CHEMBL2179513
