,SMILES,STABILITY_SCORE,CHEMBL_ID
914,CC(=O)N1CCN2CCCc3c(C)c4c(CC(C)(C)CC4=O)n3-c3ccc(C(N)=O)c(NC[C@H]2C1)c3,0.2,CHEMBL1779535
933,C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C)OOC1(CCC(C)CC1)OO5,1.8,CHEMBL443226
941,CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C1=C(O)[C@H]2CCC[C@H]2N(Cc2ccc(F)cc2)C1=O,1.0,CHEMBL476806
947,COc1cccc(CN(C)C(=O)N2CC(N)C(C2)c2ccc(Cl)cc2Cl)c1,3.0,CHEMBL245748
948,CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN1CCC(CC1)c1c(C)cccc1C,0.3,CHEMBL2064160
949,C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3csc(COC\C=C\COCc1c2)c3,1.0,CHEMBL2035184
965,CCc1ccc(cc1)C1=NN(C)C2=NC(=O)N(Cc3ccccc3)C(=O)C2=N1,3.8,CHEMBL2420514
967,CCc1nn(CCO)c(CC)c1Oc1cc(cc(c1)C#N)C#N,1.2,CHEMBL571987
978,Cn1c(c(C2CCCC2)c2ccc(cc12)C(=O)NC1(CCC1)C(=O)Nc1ccc(\C=C\C(O)=O)cc1)-c1ccc(F)cn1,2.8,CHEMBL2181635
982,CC(C)Cc1nc2c(cccc2n1-c1cccc(Oc2cccc(c2)S(C)(=O)=O)c1)C(F)(F)F,0.5,CHEMBL595012
985,COc1ccc(CNCCNc2ccnc3cc(Cl)ccc23)cc1,0.5,CHEMBL2402789
995,CC(C)(C)[C@@H]1N(Cc2ccc(F)c(Cl)c2)C(=O)C(=C1O)C1=NS(=O)(=O)c2c1cccc2OCc1ncon1,1.0,CHEMBL511620
1011,C[C@H](CCC(=O)N(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C)OOC(C)(C)OO5)OC(C)=O,0.8,CHEMBL507515
1030,C[C@H](COc1ccc(cc1)C1=CC(=O)NN=C1)CN1CCC[C@H]1C,0.7,CHEMBL2037604
1031,CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1,0.7,CHEMBL2062804
1035,CCCCCCSc1nc2cc(OC)ccc2[nH]1,0.1,CHEMBL2018907
1038,COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1cncn1,3.4,CHEMBL1831092
1078,FC(F)(F)CN1CCC(CC1)n1cnc2cnc3[nH]ccc3c12,3.8,CHEMBL2152400
1086,CC(C)N1C(=O)C(=O)N=C1\N=C(/NCc1ccccc1)Nc1ccc(Cl)c(Cl)c1,1.0,CHEMBL1673018
1092,C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3ccc(COC\C=C\COCc1c2)s3,1.0,CHEMBL2035183
1112,CS(=O)(=O)N(C[C@H](N1CCOCC1)C(=O)NO)c1ccc(Oc2ccc(cc2)C(F)(F)F)cc1,2.0,CHEMBL400641
1147,CN(C)C(=O)c1ccc(cc1)-c1ccc2C(=O)N(CCN3CCCC3)CCc2c1,1.1,CHEMBL2031874
1167,CCCC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1Cl,1.9,CHEMBL3288124
1175,CN(C)c1nc(nc2ccc(cc12)-c1cn[nH]c1)[C@@H]1CNC[C@H]1c1ccccc1,1.4,CHEMBL2333879
1184,NC(=O)OC(CCN1CCN(CC1)c1ccccc1)c1ccccc1,0.3,CHEMBL2158797
1191,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,0.5,CHEMBL62136
1195,F[C@@H]1CNCC[C@H]1n1nnc2cnc3[nH]ccc3c12,15.0,CHEMBL2392497
1196,C[C@@H]1CN(CCN1C(=O)C(=O)c1c[nH]c2ncccc12)C(=O)c1ccccc1,49.5,CHEMBL442078
1198,Cc1oc(nc1CN1CCC[C@H](C1)C(=O)NCc1cccc(N)n1)-c1ccccc1,0.3,CHEMBL1780091
1220,C[C@@]1(CC#C)CN(C2CCCC2)C(=O)C(=C1O)C1=NS(=O)(=O)c2cc(NS(C)(=O)=O)ccc2N1,0.7,CHEMBL582802
1230,O=C(N1CCC[C@H]1C#N)c1cccc2CN(Cc3ccccc3)C(=O)c12,1.9,CHEMBL2159748
1242,CN1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(N3CCOCC3)c3ccn(CC(F)(F)F)c3n2)cc1,0.5,CHEMBL1092074
1243,CC(N)C1(CCCCC1)c1ccc(cc1)-c1ccccc1,4.1,CHEMBL1684054
1251,CN1CCc2nc(sc2C1)C(=O)N[C@@H]1CCCC[C@@H]1NC(=O)c1cc2cc(Cl)ccc2[nH]1,0.1,CHEMBL245678
1257,Cc1ccc(cc1)S(=O)(=O)N1Cc2ccc(\C=C\C(=O)NO)cc2C1,0.2,CHEMBL1808635
1262,Brc1ccc2cc(ccc2c1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,0.5,CHEMBL2431637
1264,Clc1cc2C(=O)NC=Cc2cc1NC(=O)[C@@H]1CCCNC1,1.2,CHEMBL1085341
1268,CCC1=C([C@@H](NC(=O)N1)c1ccc(O)c(Cl)c1)C(=O)CC1CCCCC1,0.3,CHEMBL2011145
1272,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1cc(F)ccc21)C(=O)c1ccc(CN2CCOCC2)cc1,0.5,CHEMBL603282
1286,O=C1CC(=O)N(CCCCc2ccccc2)C(=O)N1CCCCc1ccccc1,0.3,CHEMBL1766840
1333,CCN1Cc2ccc(OC)cc2C[C@@H]1C(=O)Nc1cc(F)c(cc1OCCN(C)C)-c1cn[nH]c1,0.2,CHEMBL1215594
1337,OCc1cccc(NS(=O)(=O)c2ccc(cc2)-c2ccc(Br)cc2)c1,0.7,CHEMBL2322485
1346,N\C(Nc1ccc(Cl)c(Cl)c1)=N/c1ncc[nH]1,0.7,CHEMBL1828773
1347,CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCNC(C)=O)c2c1)c1cc(F)cc(F)c1,1.0,CHEMBL398584
1349,OCCCCn1c(CN2C(=O)N(C3CCC3)c3ccncc23)nc2ccccc12,0.1,CHEMBL243877
1355,CN1CCC[C@H]1C(=O)N1CCC(CC1)n1nnc2cnc3[nH]ccc3c12,1.1,CHEMBL2392491
1359,CS(=O)(=O)CCCn1c(CN2C(=O)N(CC(F)(F)F)c3ccncc23)nc2ccccc12,1.4,CHEMBL243031
1361,CN(C)C(=O)c1cccc(c1)-c1cc(ncn1)N1CC(N)C(C1)c1cc(F)c(F)cc1F,3.0,CHEMBL245781
1363,COC(=O)[C@@H]1CCCCN1C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1,0.7,CHEMBL325170
1370,Cc1nc2c(Cl)cccc2n1-c1cc(Oc2cccc(c2)S(=O)(=O)C(F)(F)F)ccc1Cl,0.5,CHEMBL605723
1379,Cc1cc(cc(C)c1Oc1ccc(O)c(Cc2ccc(F)cc2)c1)N1N=CC(=O)NC1=O,0.7,CHEMBL594025
1388,Clc1cc2C(=O)NC=Cc2cc1NC(=O)[C@H]1CCCN1,0.3,CHEMBL1222482
1391,Cn1c(cc2cc(NC(=O)[C@@]3(CCCNC3)NC(=O)c3ccc4c(C5CCCCC5)c(-c5ccccn5)n(C)c4c3)ccc12)C(O)=O,0.5,CHEMBL1778606
1393,CC(C)N1C(\N=C(\Nc2ccc(Cl)c(Cl)c2)NC(C)(C)C)=NC(=O)C1=O,1.0,CHEMBL1673015
1404,CN1CCN(CCOc2cccc(\C=C\c3cncc(C#N)c3Nc3ccc4[nH]ccc4c3C)c2)CC1,2.0,CHEMBL567124
1423,CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C1=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2N(Cc2ccc(F)cc2Cl)C1=O,1.0,CHEMBL1076416
1439,COc1cccc(c1)C(=O)N[C@@H](C1CCCCC1)c1cn(nn1)C1(CC1)C#N,0.2,CHEMBL2207158
1444,Cc1cccc(Nc2sc(cc2C(N)=O)-c2cccc(F)c2F)n1,0.3,CHEMBL3234879
1450,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1)c1csc(n1)-c1ccccc1,2.3,CHEMBL2403897
1457,C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC[C@@H]4C\C(CC[C@]4(C)[C@H]3CC2=C(C)C1)=N\O,0.8,CHEMBL563115
1467,CCCCc1ccc(cc1)-c1nc(C)c(s1)C(\C)=N\NC(N)=N,0.5,CHEMBL1798027
1471,N[C@@H]1CCCN(C1)C1=Nc2ccc(Cl)cc2C(=O)N1Cc1ccccc1C#N,3.3,CHEMBL389074
1473,COCCOc1ccc(cc1)C1CN(NS(C)(=O)=O)C(=O)N1CCc1ccc(OC)cc1,0.5,CHEMBL571953
1492,COc1ccc(cn1)-c1cc(cnc1N)-c1ccc2cnn(C)c2c1,2.4,CHEMBL2181476
1494,COc1ccc2[nH]c(SCc3ccc(Br)cc3)nc2c1,0.1,CHEMBL2018920
1495,Cn1c(NCCCN2CCCCC2)ncc1C(=O)c1ccc(Cl)cc1,3.0,CHEMBL474430
1503,CCCC1Oc2ccc(cc2N(CCCOC)C1=O)-c1c(N)nc(N)nc1CC,0.5,CHEMBL239528
1506,COc1cc(ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1)C1CCN(CCO)CC1,0.1,CHEMBL2158525
1540,Oc1ccc(O)c(c1)-c1cn2ccsc2n1,0.1,CHEMBL2430196
1572,CC(C)CCN1C2CCCCC2C(O)=C(C1=O)C1=NS(=O)(=O)c2cc(NS(C)(=O)=O)ccc2N1,0.5,CHEMBL516253
1573,CCN(CC)c1ccc2C=C(C(O)=O)C(=O)Oc2c1,1.0,CHEMBL1303766
1607,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=C)CC[C@@]35O,0.3,CHEMBL982
1609,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccc(F)cc21)C(=O)c1ccc(F)c(F)c1,0.5,CHEMBL603278
1617,C[C@@H]1CN(CCN1S(=O)(=O)c1ccc(cc1Cl)N1CCC(O)CC1)c1ccc(F)cc1C(F)(F)F,0.5,CHEMBL560316
1626,COc1cc(cc2C(=O)NC(=Nc12)C1COc2ccc(C)cc2C1)-c1cn[nH]c1,1.6,CHEMBL1684226
1628,Fc1cc(ccc1C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)N1CCN(CC1)c1cccc(c1)C(F)(F)F,0.1,CHEMBL3259948
1631,COc1nc(nc(n1)-c1ccc(NC(=O)Nc2ccc(cc2)C(=O)NCCN(C)C)cc1)N1CCOCC1,0.5,CHEMBL1808980
1635,CNc1nc(NCCCN(C)C)c2sc(cc2n1)-c1ccc(OC)nc1,3.0,CHEMBL3120281
1643,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1O,6.8,CHEMBL1088255
1645,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)c2cccn12,0.2,CHEMBL253960
1659,COc1ccc-2cc1COCC=CCOCc1cc(Nc3nccc-2n3)ccc1OCCN1CCCC1,1.0,CHEMBL2181313
1671,ONC(=O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(cc1)-c1ccc(Cl)cc1,0.2,CHEMBL382227
1673,Cl.CCOc1ccccc1C[C@H](N1CCNCC1)c1ccccc1,1.3,CHEMBL540107
1692,CN1C(=O)C(F)=C(Nc2ccc(I)cc2F)C2=C1N=CN(C[C@H](O)CO)C2=O,3.0,CHEMBL1684070
1693,CC(C)[C@@]1(CC[C@H](C1)NC1CCOCC1)C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)CCC(F)(F)F,2.0,CHEMBL1684696
1697,CN1C(=O)C=C(N2CCC[C@@](C)(N)C2)N(Cc2cc(F)ccc2C#N)C1=O,3.3,CHEMBL1650449
1699,COc1cccc(\C=N\N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,0.1,CHEMBL2387144
